"publishedTimeText","simpleText","votes","author","isReply","isHearted","isPinned","isPaid","paidAmount","isSponsor","sponsorshipMonths"
"1 month ago","We want rewind 2024!!!!!! Who agrees😊😊😊👇👇👇👇","1","@darylescobar8663","false","false","false","false","","false",""
"5 hours ago","This is the reason why youtube hid the dislikes","0","@mahmoodfamily","false","false","false","false","","false",""
"14 hours ago","3:01 ""Guys, let's do the in my feelings challenge""- James","0","@Breakfastbuild","false","false","false","false","","false",""
"14 hours ago","Goated","0","@MikeGolf-yo7dm","false","false","false","false","","false",""
"15 hours ago","Wait why does this have so many dislikes?","0","@jielyn_17","false","false","false","false","","false",""
"16 hours ago","Wait this isn't that bad","0","@Iceagebbg","false","false","false","false","","false",""
"16 hours ago","Wait the theodd1isout? 3:03","0","@xoesther","false","false","false","false","","false",""
"22 hours ago","ah","0","@Poatoto100","false","false","false","false","","false",""
"1 day ago","a really good rewind it wouldve been even better with pewdiepie in it","0","@Koneguy","false","false","false","false","","false",""
"1 day ago","3 million likes! 20 million… dislikes","0","@dinnerpug2450","false","false","false","false","","false",""
"1 day ago","Me disliking on purpose💀","0","@Snipedair","false","false","false","false","","false",""
"1 day ago","Now, on June 5th at 00:37 (according to Polish time), this Rewind has exactly:   3,160,650 👍  And   232,219,405 👎","0","@GremlinPL","false","false","false","false","","false",""
"1 day ago","Yo theirs people in 2024 here","0","@Nintend0WizzardOffical","false","false","false","false","","false",""
"2 days ago","Didn't understand why many Dislikes than likes😅😅I liked the video😅😅","0","@Pinku_Borah_Jr","false","false","false","false","","false",""
"2 days ago","This is history","0","@Hexa_Studio290","false","false","false","false","","false",""
"2 days ago","5:11 no, no need to","0","@Nour-db7ig","false","false","false","false","","false",""
"2 days ago","Theodd1sout","0","@BryantReyes-lf6pt","false","false","false","false","","false",""
"2 days ago","YouTube nobody likes youtubers acting like some teacher that makes want to feel better","0","@KiritoPrince","false","false","false","false","","false",""
"2 days ago","the odd ones outtttt!","0","@colinmagaming","false","false","false","false","","false",""
"2 days ago","trash rewind","0","@citrused8571","false","false","false","false","","false",""
"2 days ago","odd1sout would be offended","0","@jessicalopez873","false","false","false","false","","false",""
"2 days ago","Jemes","0","@Elmesias-nr5mw","false","false","false","false","","false",""
"2 days ago (edited)","Guys idk why this is so hated, it’s not spectacular but it’s also not bad…","0","@robloxrobux574","false","false","false","false","","false",""
"2 days ago","Bro its literally trash and very cringe","2","@yessiryessir8141","true","false","false","false","","false",""
"2 days ago","They got so offended they deleted it if ykyk","0","@Idkthenmate","false","false","false","false","","false",""
"3 days ago","It’s funneh!!!","0","@phantomgtag","false","false","false","false","","false",""
"3 days ago","3:26 pewdiepie reference","0","@monkeyD.jayant","false","false","false","false","","false",""
"3 days ago","Oh no no no no no!! NOT THE MOST DISLIKED YOUTUBE VIDEO!","0","@camaroo7777","false","false","false","false","","false",""
"3 days ago","IM FROM THE FUTURE GUYS","0","@Nattie_vids","false","false","false","false","","false",""
"3 days ago","So melting lipstick is science! Let the dislikes keep coming.","0","@captainkite","false","false","false","false","","false",""
"3 days ago","Itsfunneh, my childhood savior is in this","0","@hannahfava2024","false","false","false","false","","false",""
"3 days ago","It's not even that bad, it was just a trend not liking this Rewind.","0","@envyenvy-zv9ur","false","false","false","false","","false",""
"3 days ago","bro 20M dislikes is wild","0","@livingzombz","false","false","false","false","","false",""
"4 days ago","Who else missing 2018?","0","@Ro45Goat-oz1zh","false","false","false","false","","false",""
"4 days ago","This is still the worst YouTube rewind ever made","0","@opsspec1961","false","false","false","false","","false",""
"4 days ago","Hey. YouTube can you ban Fendi Gaming for bullying in a game","0","@KristofferSantos8","false","false","false","false","","false",""
"4 days ago","6:53","0","@hallrules","false","false","false","false","","false",""
"4 days ago","Who, like me, clicked into this video for the purpose of stepping on it?","0","@banana-lr8ru","false","false","false","false","","false",""
"4 days ago","316만 좋아요, 2013만 싫어요","0","@seaweedpowder100","false","false","false","false","","false",""
"4 days ago","😂","0","@a.atlant5200","false","false","false","false","","false",""
"4 days ago","Me van a decir rarita pero si me gusto el vídeo 😅🥹","0","@user-ot3ny3br8f","false","false","false","false","","false",""
"4 days ago","""Let's read the comments"" 💀","0","@anakinwazowski9932","false","false","false","false","","false",""
"4 days ago","Now it says zero dislikes","0","@carolannwedlund3321","false","false","false","false","","false",""
"3 days ago","20,429,887 dislikes","0","@richardbulva","true","false","false","false","","false",""
"4 days ago","this aged like harry potter","0","@midnightwaffles243","false","false","false","false","","false",""
"4 days ago","WHO TF ARE MOST OF THESE PEOPLE","0","@DaltonHollis-dy5iz","false","false","false","false","","false",""
"4 days ago","How is this bad","0","@Ibie_besti1","false","false","false","false","","false",""
"5 days ago","Man kids can't see rewinds anymore","0","@Baboonvr2013","false","false","false","false","","false",""
"5 days ago","MORE HOW THIS BAD ITS AWSOME XD SO FUNNY","0","@Dinogamerbff","false","false","false","false","","false",""
"5 days ago","It has 20 million dislikes for those who can't see as off June 2024","0","@shemz244","false","false","false","false","","false",""
"5 days ago","Fortnite???","0","@BlitzoBloodfury666","false","false","false","false","","false",""
"5 days ago","The last part 6:58","0","@user-in7ex9nh7q","false","false","false","false","","false",""
"5 days ago","Every moment is a meme","0","@konlatRO2","false","false","false","false","","false",""
"5 days ago","This has truly become a staple in youtube history of what not to do","0","@Billyball35","false","false","false","false","","false",""
"5 days ago","no wonder this has 20,429,862 dislikes","0","@alaawi_memes8880","false","false","false","false","","false",""
"5 days ago","stupid","0","@alaawi_memes8880","false","false","false","false","","false",""
"5 days ago","I'm here just to dislike","0","@ayooooomi","false","false","false","false","","false",""
"5 days ago","dislike it!","0","@asselabdrakhmanovify","false","false","false","false","","false",""
"5 days ago","why did itsfunneh only have 10 seconds of screen time","0","@YouAreDreaming-","false","false","false","false","","false",""
"6 days ago","okay first of all everyone says it’s bad but they literally listen to you and what to put in the rewind 😂💀","0","@jupit3-_-","false","false","false","false","","false",""
"6 days ago","trash the worst","0","@Inferno99742","false","false","false","false","","false",""
"6 days ago","this wasnt that bad","0","@WJPindar","false","false","false","false","","false",""
"6 days ago","Kiki when u love me and my body say that u will never break never gets old","0","@janiceescovilla3620","false","false","false","false","","false",""
"6 days ago","BRO IM 5 YEARS LATE AND ONLY GONNA APPRECIATE JAYDEN ANIMATIONS BC OF THE PEWDEPIE REFERENCE","0","@viviartz","false","false","false","false","","false",""
"6 days ago",".","0","@Starzz9_","false","false","false","false","","false",""
"6 days ago","just ew","0","@hirosenseigachaBR","false","false","false","false","","false",""
"6 days ago","Ou mai god 3M likes               20M deslike","0","@josilenesilva3794","false","false","false","false","","false",""
"6 days ago","Hey guys,lets do the in my feelings challenge!","0","@SoulsSoulsSoulsSuols","false","false","false","false","","false",""
"7 days ago","Tbh rewatching this it wasn't tbad neither was this cringe this was literally just like 2018 and it does bring back the nostalgia","0","@Slayedthat_","false","false","false","false","","false",""
"7 days ago","as of 30th May 2024, this video has 20,429,428 dislikes (20.4M)","0","@AnimeKlipsOffical","false","false","false","false","","false",""
"7 days ago","bruh","0","@Snuck877","false","false","false","false","","false",""
"7 days ago","This sucked.","0","@Cartoony_Kid.","false","false","false","false","","false",""
"6 days ago","No one asked u","0","@NIKKIScreations4","true","false","false","false","","false",""
"5 days ago"," @NIKKIScreations4   20 million have asked","0","@TheGermanShepard","true","false","false","false","","false",""
"5 days ago"," @TheGermanShepard  ?","0","@NIKKIScreations4","true","false","false","false","","false",""
"5 days ago (edited)"," @NIKKIScreations4  the 20 million people that disliked agree that this rewind was garbage","0","@TheGermanShepard","true","false","false","false","","false",""
"8 days ago","0:36","0","@AnNguyen-lf2xq","false","false","false","false","","false",""
"8 days ago (edited)","20,429,209 dislikes at the time of this comment","0","@Carguy925","false","false","false","false","","false",""
"8 days ago","bro the dislike is 20 m","0","@aini-maria","false","false","false","false","","false",""
"8 days ago (edited)","... I'm just gonna like every single comment.","0","@kholikolinzi9853","false","false","false","false","","false",""
"8 days ago","Overhated fr  2022-2024 is absolute hell","0","@imnotblitzgaming","false","false","false","false","","false",""
"8 days ago","the only good thing for me was itsfunneh","0","@lemons-gardens","false","false","false","false","","false",""
"8 days ago","Yo solo viane a ver la esena de   fasty 😅","0","@user-Maria589","false","false","false","false","","false",""
"8 days ago","No es fasty, fasty es el que traduce,el se llama James,y su canal es the odds1out","0","@gatobrine","true","false","false","false","","false",""
"8 days ago","que hot","0","@FunkyMonkey8495","false","false","false","false","","false",""
"8 days ago","If anyone wants to know the dislike account  Like count: 3.1M Dislikes: 20M (almost 21M)","0","@imeanitguys","false","false","false","false","","false",""
"8 days ago","crazy","0","@fatamd24","true","false","false","false","","false",""
"9 days ago","DAMM THEY GOT WILL SMITU NINJA AND  NICK EH 30","0","@Meggyandlouis","false","false","false","false","","false",""
"9 days ago","please just make it stop","0","@ThePlayerKey","false","false","false","false","","false",""
"9 days ago","honestly dk why this was so hated it wasnt even that bad","0","@swagMesssiah","false","false","false","false","","false",""
"9 days ago","Estoy aquí por un video de Theodd1sout","0","@patriciaaltair","false","false","false","false","","false",""
"9 days ago","this is pure cringe who approved of this","0","@threadcoder19","false","false","false","false","","false",""
"9 days ago","Really misses the point of youtube rewind. It's to celebrate the content creators and popular culture. Went back and watched 2012 and 2013 and it was filled with joy and silliness. This just missed the point.","0","@jiggylookback","false","false","false","false","","false",""
"9 days ago","😂😂","0","@knightwarri","false","false","false","false","","false",""
"9 days ago","Daaaaah. Its rewind time.- legend","0","@romeomvictoriojr2002","false","false","false","false","","false",""
"9 days ago","anyone in 2024 😭??","0","@Galaxytheangel_fox","false","false","false","false","","false",""
"10 days ago","Example of YouTube not listening to its community","0","@user-hk5zj8hv6z","false","false","false","false","","false",""
"10 days ago","They always gotta ruin it by being self aware","0","@user-hk5zj8hv6z","false","false","false","false","","false",""
"10 days ago","We will never forget the dislikes.","0","@user-hk5zj8hv6z","false","false","false","false","","false",""
"10 days ago","Who came here for the memes","0","@piscesragheb25","false","false","false","false","","false",""
"10 days ago","whindersson nunnes","0","@luanmesquita5814","false","false","false","false","","false",""
"10 days ago","Поззи","0","@MaRTchello_228","false","false","false","false","","false",""
"10 days ago","Likes: 31 lakh Dislikes: 2 crore No wayyy....","0","@murtuzakhan1408","false","false","false","false","","false",""
"10 days ago","3.1M likes and 20 million dislikes. Wow Youtube.","0","@AuraEchosong","false","false","false","false","","false",""
"11 days ago","What even is this","0","@ap_aviation","false","false","false","false","","false",""
"11 days ago","YouTube NOT summed up","0","@EpiclyEpicGuy69","false","false","false","false","","false",""
"11 days ago","nope 👎","0","@YaowenLiu304","false","false","false","false","","false",""
"11 days ago","CRINGE","0","@domgstudios","false","false","false","false","","false",""
"9 days ago","You just jealous","0","@Goofyahh274","true","false","false","false","","false",""
"8 days ago (edited)"," @Goofyahh274  this is so cringe, it’s not cringe if you like drag race people.","1","@imeanitguys","true","false","false","false","","false",""
"7 days ago"," @imeanitguys it a joke","0","@Goofyahh274","true","false","false","false","","false",""
"11 days ago (edited)","0:08    0:16    6:53    6:57    Just that","0","@darthvader11","false","false","false","false","","false",""
"11 days ago","1:27 hello fellow ___________","0","@removechan10298","false","false","false","false","","false",""
"11 days ago","Lets celebreate 20m dislikes","0","@LamuterneXD","false","false","false","false","","false",""
"11 days ago","Who were all of these people","0","@halfeatenwatermelon5039","false","false","false","false","","false",""
"11 days ago","Newgen","1","@KirbyPlushStudiosr6210","true","false","false","false","","false",""
"11 days ago","Tf is this lol","0","@MARSHLAND_YT","false","false","false","false","","false",""
"11 days ago","Newgen","0","@KirbyPlushStudiosr6210","true","false","false","false","","false",""
"11 days ago","3:25 best part","0","@giulioippopotamo9206","false","false","false","false","","false",""
"12 days ago","Ich sehe dich","0","@Olivia-gd9fm","false","false","false","false","","false",""
"12 days ago","Ich muss dich sehen","0","@Olivia-gd9fm","false","false","false","false","","false",""
"12 days ago","Ich liebe dich","0","@Olivia-gd9fm","false","false","false","false","","false",""
"12 days ago","Du bist so toll","0","@Olivia-gd9fm","false","false","false","false","","false",""
"12 days ago","C'est quoi votre nouvelle interface de golmon là, j'suis entrain d'écrire à l'extrême droite de mon écran c'est juste pas possible :face-fuchsia-tongue-out:","0","@looaaannnn","false","false","false","false","","false",""
"12 days ago","Ada Indonesia coy","0","@udin1743","false","false","false","false","","false",""
"12 days ago","Why 20m people disliked it?","0","@NonBusiness-vs1ez","false","false","false","false","","false",""
"12 days ago","we only called it bad because we didn’t know how good we had it…","0","@amgwilly565","false","false","false","false","","false",""
"13 days ago","whos whaching in 2024?????","0","@jennyttorres6379","false","false","false","false","","false",""
"13 days ago","going back to this gives me flashbacks bro","0","@SomeTrashyArtist","false","false","false","false","","false",""
"13 days ago","Only reason watching this is the animators💀💀💀💀💀😭🙏 especially the odd1sout","0","@ryantam1988","false","false","false","false","","false",""
"13 days ago","Yahhh it’s rewind time","0","@THEGODGAMER-xq6yi","false","false","false","false","","false",""
"2 weeks ago","6:10 Enes batur","0","@windows51","false","false","false","false","","false",""
"2 weeks ago","isfunne","0","@bonzsevilla-wg4xe","false","false","false","false","","false",""
"2 weeks ago","Came here just to hear this 0:08 🤣 🤣 🤣 🤣","0","@thefrog414","false","false","false","false","","false",""
"2 weeks ago","3,1 mio likes, 20 m dislikes.","0","@SomebodysVincent","false","false","false","false","","false",""
"2 weeks ago","This is the most disliked video on youtube!","0","@RNGAMING1582","false","false","false","false","","false",""
"2 weeks ago","xddddddddddddd","0","@lkjserheo","false","false","false","false","","false",""
"2 weeks ago","salutes to jaiden for pewdiepie refernece","0","@TheN0rmalGuy-so6kx","false","false","false","false","","false",""
"2 weeks ago","watching to 2024","0","@samthezombie","false","false","false","false","","false",""
"2 weeks ago","why does this video have 3.1 million likes?","0","@Vakowski","false","false","false","false","","false",""
"2 weeks ago","Wow. no one likes this at all 🤣🤣","0","@progamerrm8799","false","false","false","false","","false",""
"2 weeks ago","NO WAY YOUTUBE RETURNED DISLIKES!","0","@CreatureFromArea51","false","false","false","false","","false",""
"2 weeks ago","it didnt brah","0","@netsuu5265","true","false","false","false","","false",""
"2 weeks ago","why is this so disliked?","0","@babygaming19","false","false","false","false","","false",""
"2 weeks ago","20 MIL DISLIKES IS CRAZYYY","0","@babygaming19","false","false","false","false","","false",""
"2 weeks ago","TRASH","0","@LabyrithZone","false","false","false","false","","false",""
"2 weeks ago","Coming back to this is just wow…😭","0","@Actuallyjustohmygod","false","false","false","false","","false",""
"2 weeks ago","Reached 20 M dislikes","0","@Utkarsh_1508","false","false","false","false","","false",""
"2 weeks ago","LIZ","0","@meanbyochfan","false","false","false","false","","false",""
"2 weeks ago","20 mn disslike almış.","0","@heyyalp","false","false","false","false","","false",""
"2 weeks ago","the fact they stopped rewind after this ahahahahaha","0","@rezadyn87","false","false","false","false","","false",""
"2 weeks ago","Thank you ijumping music","0","@user-qg7eu6bt1g","false","false","false","false","","false",""
"2 weeks ago","Solo conozco a ninja a Luisi to comunica y a smith","0","@VoNpg","false","false","false","false","","false",""
"2 weeks ago","yes..","0","@ducky_DuckPLaysss","false","false","false","false","","false",""
"2 weeks ago","Remember that there is an extension for chrome to see dislikes <3","0","@tcud5170","false","false","false","false","","false",""
"2 weeks ago","keep in mind that this video has 20M dislikes","0","@whyyourreadingthis","false","false","false","false","","false",""
"2 weeks ago","20M DISLIKES!!!","0","@GDominusOnYt","false","false","false","false","","false",""
"2 weeks ago","Did yall notice that’s funneh in that vid here for proof 0:26","0","@Kyle_Lover_Official","false","false","false","false","","false",""
"2 weeks ago","Date: 5/18/2024, Currently sitting at 20 Million dislikes","0","@Sixerg","false","false","false","false","","false",""
"2 weeks ago","This is not YouTube in 2018","0","@BlameableTooth","false","false","false","false","","false",""
"2 weeks ago","""we are the youtube rewind 2018 (extra cringe edition)"" - little timmy","0","@somebody_2837","false","false","false","false","","false",""
"2 weeks ago (edited)","This is the most disliked video","0","@user-cy4xe2hk1z","false","false","false","false","","false",""
"2 weeks ago","im crying why is this so bad..","0","@baguette378","false","false","false","false","","false",""
"2 weeks ago","Came back to dislike this video","0","@Mr_SaDdd","false","false","false","false","","false",""
"2 weeks ago","congrats bongo cat! :3","0","@kaitlynm7943","false","false","false","false","","false",""
"2 weeks ago","20 million dislikes is crazy","0","@SunomMichael-jo3hj","false","false","false","false","","false",""
"2 weeks ago","why does he say aaaah its rewind time because its rewind time baby","0","@JoeyCharette","false","false","false","false","","false",""
"2 weeks ago","This is good, why was it hated :(","0","@redhanui5044","false","false","false","false","","false",""
"2 weeks ago","You seriously don't get it🤦‍♂️","0","@SovetskySoyuz331","true","false","false","false","","false",""
"2 weeks ago","cringe","0","@TedMiller-xj2uo","false","false","false","false","","false",""
"2 weeks ago","3:22 WHYYYYYYY","0","@CSS-MarioSonicGaming","false","false","false","false","","false",""
"2 weeks ago","20 Million dislikes is crazy","0","@CSS-MarioSonicGaming","false","false","false","false","","false",""
"2 weeks ago","3:02","0","@mripurple24","false","false","false","false","","false",""
"2 weeks ago (edited)","Dislike button 👎","0","@Mrxx1920","false","false","false","false","","false",""
"2 weeks ago","20m dislike :D","0","@zimknxckb4ck","false","false","false","false","","false",""
"2 weeks ago","Krew","0","@Toastyplatinum","false","false","false","false","","false",""
"2 weeks ago","Bro Jaden sneaks in the reference to pewdiepie : gets like 1m subs boost","0","@ellyvaldez6752","false","false","false","false","","false",""
"2 weeks ago","How and why did the odd1sout make me rewatch this","0","@ellyvaldez6752","false","false","false","false","","false",""
"2 weeks ago","0:38 Nick before he was popular","0","@Stink9.11","false","false","false","false","","false",""
"2 weeks ago","Guess what this is the most disliked video ever!!","0","@kruse3902","false","false","false","false","","false",""
"2 weeks ago","Ahh the memories","0","@Brocker277","false","false","false","false","","false",""
"2 weeks ago","what if they travis scott? it would be better kinda","0","@IDK_00034","false","false","false","false","","false",""
"2 weeks ago","Im dieing from cring cough","0","@PeteSockman-gv5qq","false","false","false","false","","false",""
"2 weeks ago","3 million likes and 20 million dislikes is crazy","0","@randonharris9204","false","false","false","false","","false",""
"2 weeks ago","3:02","0","@pedroespinola5599","false","false","false","false","","false",""
"2 weeks ago","Jaiden with the pewdipie reference 😂","0","@ciaranvanheurck2968","false","false","false","false","","false",""
"2 weeks ago (edited)","Reply with the worst part of this here please.","0","@Uhhh824","false","false","false","false","","false",""
"3 weeks ago","This video have 3M likes and 19M dislikes before YouTube disable the dislike button 😂","0","@OT5_forever","false","false","false","false","","false",""
"3 weeks ago","5:47 referencia david bowie","0","@MssMss-fw8xb","false","false","false","false","","false",""
"3 weeks ago","THIS VIDEO PERMANENTLY HOLDS THE MOST AMOUNT OF DISLIKES EVER","0","@carolinemerz5694","false","false","false","false","","false",""
"3 weeks ago","pi song people!!! are in the video","0","@seanklimt5528","false","false","false","false","","false",""
"3 weeks ago (edited)","We missed all 9 of these, we hope everyone else enjoyed them","0","@jamesteddystudios984","false","false","false","false","","false",""
"3 weeks ago","Let’s be honest.. it’s not as bad as we all pretended.","0","@taijamarie5433","false","false","false","false","","false",""
"3 weeks ago","This is not that bad","0","@ZachJolma-kf8cw","false","false","false","false","","false",""
"3 weeks ago","20m dislike","0","@amaljith3425","false","false","false","false","","false",""
"3 weeks ago","20 million....fish under the sea","0","@hihi-uv2yc","false","false","false","false","","false",""
"3 weeks ago","What made me watch this is the person who gave the idea of the ""in my feelings challenges""","0","@InkaBall","false","false","false","false","","false",""
"3 weeks ago","In Spain we do a special rewind every year","0","@Xtakers_YT","false","false","false","false","","false",""
"3 weeks ago","Ahh yes back when fortnite meant something","0","@Psychobe","false","false","false","false","","false",""
"3 weeks ago","What is this… 😭","0","@Lyla.mel.","false","false","false","false","","false",""
"3 weeks ago","3:02","0","@angusmackay1394","false","false","false","false","","false",""
"3 weeks ago","if ur seeing this, comment the word ""reel""","0","@Yeetstar26","false","false","false","false","","false",""
"3 weeks ago","Fun fact: This video is the most disliked in youtube!","0","@LoadsOfMemes","false","false","false","false","","false",""
"3 weeks ago","still dont get the hate","0","@sotruey","false","false","false","false","","false",""
"3 weeks ago","Why was this hated so much? It was silly, cute, and highlighted exactly what the year was all about","0","@lars7282","false","false","false","false","","false",""
"3 weeks ago","Awkwardness","0","@TheRealLegoDocOck","true","false","false","false","","false",""
"3 weeks ago","noice","0","@oxidine2968","false","false","false","false","","false",""
"3 weeks ago","20 Million users disliked the video thats why yt removed the option of seeing dislikes in videos 😂","0","@deadpool321...","false","false","false","false","","false",""
"3 weeks ago","Remind me to come back in 2030 !?!?!?!?","0","@ebk8oh","false","false","false","false","","false",""
"3 weeks ago","3:46 pewdiepie","0","@virtualpianosheetsguy","false","false","false","false","","false",""
"3 weeks ago","De like por quem veio pelo Theodd1south","0","@ernestonicomedio3906","false","false","false","false","","false",""
"3 weeks ago","lmao jaiden with the reference","0","@TheRealCheeseEater999","false","false","false","false","","false",""
"3 weeks ago","Everything was okay until 1:25","0","@EdiTiNgGOd13","false","false","false","false","","false",""
"3 weeks ago","ITSFUNNEH","0","@yanaxooxox","false","false","false","false","","false",""
"3 weeks ago","1:33 gangnam style guy!!!!!","0","@omg_its_you","false","false","false","false","","false",""
"3 weeks ago","Why did everyone hate this rewind so much???? like he's not that bad, he's just irrelevant","0","@davimassa4024","false","false","false","false","","false",""
"3 weeks ago","it was a joke","2","@TruthBeToldz01","true","false","false","false","","false",""
"3 weeks ago","Because it didn't represent in any kind of way what the youtube in the year of 2018 was, that was the objective... So it was just a stupid joke, irrelevant people that no one cared about.","1","@GamerSliting","true","false","false","false","","false",""
"3 weeks ago","This one was not bad","0","@lilkidJplayz","false","false","false","false","","false",""
"3 weeks ago","yaAAAah","0","@adoniss8404","false","false","false","false","","false",""
"3 weeks ago","Why had millions disliked?","0","@zombieslayer20","false","false","false","false","","false",""
"3 weeks ago","Anyone see edp445 😂😂😂😂😂😂","0","@Irishfreddy971","false","false","false","false","","false",""
"3 weeks ago","no","0","@dumbmodafoka6966","true","false","false","false","","false",""
"3 weeks ago","Who are these people? And what is their problem?","0","@Bullymaguire89023","false","false","false","false","","false",""
"3 weeks ago","😡😡😡👎👎👎❤ n gostei","0","@PedroLucas-wn9zm","false","false","false","false","","false",""
"3 weeks ago","cRinGE","0","@MrTuesdayMeower-nn9ex","false","false","false","false","","false",""
"3 weeks ago","that is crazy that they got yodeling kid","0","@SuperTesa95","false","false","false","false","","false",""
"3 weeks ago","Honestly a bussing rewind. Much more entertaining than 2017","0","@lordnicoo3250","false","false","false","false","","false",""
"3 weeks ago","Bro has every dislike on 2018 rewind hiding under his hat","0","@vanitythenolife","false","false","false","false","","false",""
"3 weeks ago","The toxic gossip train","0","@gyatdrifter","false","false","false","false","","false",""
"3 weeks ago","GUYS LETS DO THE IN MY FEELINGS CHALLENGE","0","@Toasty1-","false","false","false","false","","false",""
"3 weeks ago","3:18","0","@pedroespinola5599","false","false","false","false","","false",""
"3 weeks ago","3:00 odds1out","0","@chiennguyen5782","false","false","false","false","","false",""
"3 weeks ago","Why no game theory","0","@I_do_stuff_offical","false","false","false","false","","false",""
"3 weeks ago","Fax","0","@johannahtshuma1987","false","false","false","false","","false",""
"4 weeks ago","20.4M dislikes!!","0","@chartviewer7","false","false","false","false","","false",""
"4 weeks ago","3:40 best part","0","@Pipetle_Spagettiyi_shiplemeyin","false","false","false","false","","false",""
"4 weeks ago","20m dislikes😮","0","@ledionismailati4067","false","false","false","false","","false",""
"4 weeks ago","EEEEEEEEEERROOOOOO","0","@Therapy587","false","false","false","false","","false",""
"4 weeks ago","Mental health is evil","0","@silverwing4048","false","false","false","false","","false",""
"4 weeks ago","）：","0","@mtbg61076","false","false","false","false","","false",""
"4 weeks ago","As of today, this video has 20,425,369 dislikes.","0","@randomnikoloz","false","false","false","false","","false",""
"4 weeks ago","youtube hiding their dislikes with this years later","0","@Sparked_Star","false","false","false","false","","false",""
"4 weeks ago","this is why they removed dislikes","0","@Real_WaterMelonCat","false","false","false","false","","false",""
"4 weeks ago","People here in 2024  👇","0","@brooksbeckwith5813","false","false","false","false","","false",""
"4 weeks ago","Ok, this was really bad. 😂","0","@ArturBernardoMallmann","false","false","false","false","","false",""
"4 weeks ago","Lynaa❤❤❤❤","0","@user-hw9bu6dr1n","false","false","false","false","","false",""
"4 weeks ago","Ami❤❤","0","@user-hw9bu6dr1n","false","false","false","false","","false",""
"4 weeks ago","20 MIL DISLIKES","0","@DylanKasro","false","false","false","false","","false",""
"4 weeks ago","Why this has a lot of dislikes","0","@Jisoo20117","false","false","false","false","","false",""
"4 weeks ago","Cause this should be dedicated to youtube not tik tok","3","@piyushwinner","true","false","false","false","","false",""
"4 weeks ago","musically whatever","1","@piyushwinner","true","false","false","false","","false",""
"4 weeks ago","Yeah","0","@Jisoo20117","true","false","false","false","","false",""
"4 weeks ago"," @piyushwinner  😊","0","@Jisoo20117","true","false","false","false","","false",""
"4 weeks ago"," @piyushwinner  No, it was related to YouTube, it's just that the video was really really cringey and awkward that nobody liked it","1","@lekevire","true","false","false","false","","false",""
"4 weeks ago","Wat","0","@IPlaytime","false","false","false","false","","false",""
"4 weeks ago","20m dislikes and counting","0","@Dontmethwithamerica","false","false","false","false","","false",""
"4 weeks ago","help","0","@idontknowaname2045","false","false","false","false","","false",""
"4 weeks ago","This isn’t even that bad mojo Swiss garbage video so takes the cake it’s so disgusting and horrible this is just silly or funny","0","@nicfallas9807","false","false","false","false","","false",""
"4 weeks ago","not even real korean letters","0","@daanvanaert9733","false","false","false","false","","false",""
"4 weeks ago","Disliking in 2024","0","@hk_art_works2081","false","false","false","false","","false",""
"4 weeks ago","2024?","0","@LITE.FN_","false","false","false","false","","false",""
"4 weeks ago","bro 20m dislikes","0","@Lukas_Lagler","false","false","false","false","","false",""
"4 weeks ago","Bro youtube = kpop💀","0","@FahadAlharbi-xj6im","false","false","false","false","","false",""
"4 weeks ago","كس ام اليوتيوب","0","@ha3.1","false","false","false","false","","false",""
"4 weeks ago","what is this mess please","0","@ladyashton.","false","false","false","false","","false",""
"4 weeks ago","20m dislikes.","0","@Jerrybeansman-jj4gk","false","false","false","false","","false",""
"4 weeks ago","Here is the Dislikes For the people who dont know the video has currently 20m Dislikes","0","@MrMasterGaming01","false","false","false","false","","false",""
"4 weeks ago","Disliked successfully","0","@Joshua-nk7pm","false","false","false","false","","false",""
"4 weeks ago","Hi","1","@Lebronfan993","true","false","false","false","","false",""
"4 weeks ago"," @Lebronfan993  yo","0","@Joshua-nk7pm","true","false","false","false","","false",""
"4 weeks ago","Jaden ate with that refrence!","0","@serenity3233","false","false","false","false","","false",""
"4 weeks ago","This is the most Awkward and Cringy Rewind ngl, Rewind 2013 (the version with Gentleman) was better","0","@TheRealLegoDocOck","false","false","false","false","","false",""
"4 weeks ago","What.","0","@user-xe5cq1nr6l","false","false","false","false","","false",""
"4 weeks ago","20m dislikes and counting","0","@fahimir5373","false","false","false","false","","false",""
"4 weeks ago","20 million dislikes rn","0","@RIleytaylor994","false","false","false","false","","false",""
"1 month ago","💀💀💀💀💀💀💀💀","0","@johnny6904","false","false","false","false","","false",""
"1 month ago","20m dislikes haha","0","@vertsbasement","false","false","false","false","","false",""
"1 month ago","No está tan mal como lo recordaba","0","@luciapinho5419","false","false","false","false","","false",""
"1 month ago","Where is mrbeast","0","@MekhiPayne-id8lc","false","false","false","false","","false",""
"1 month ago","terrible terrible terrible horrible horrible horrible horrible horrible horrible horrible horrible horrible horrible horrible horrible horrible horrible horrible","0","@ugrowgirlll896","false","false","false","false","","false",""
"4 weeks ago","I’d say it was more cringe and awkward","0","@TheRealLegoDocOck","true","false","false","false","","false",""
"1 month ago","20,424,393 dislikes. this is funny","0","@WindowsXP2600","false","false","false","false","","false",""
"1 month ago","Who is here in 2024? 👇","0","@Trainer_Tray","false","false","false","false","","false",""
"1 month ago","YO THEY GOT","0","@DJGAMER2000.","false","false","false","false","","false",""
